split,relative_stem,class_id,class_name,box_width,box_height,box_area
train,frame_00060251,1,soldier,0.04375,0.165278,0.0072309125
train,frame_00061476,0,vehicle,0.183594,0.175,0.032128949999999996
train,frame_00061608,1,soldier,0.139648,0.155469,0.021710934911999998
train,frame_00062292,0,vehicle,0.868056,0.189844,0.164795223264
train,frame_00062292,1,soldier,0.109722,0.103906,0.011400774132
train,frame_00062553,0,vehicle,0.236719,0.431944,0.102249351736
train,frame_00063012,0,vehicle,0.142689,0.277174,0.039549680886
train,frame_00063077,0,vehicle,0.732143,0.414842,0.30372366640599996
train,frame_00063422,0,vehicle,0.092188,0.068056,0.006273946528000001
train,frame_00063435,0,vehicle,0.126562,0.111111,0.014062430382000002
train,frame_00063615,1,soldier,0.48125,0.393056,0.1891582
train,frame_00063680,1,soldier,0.39459,0.407563,0.16082028417
train,frame_00063680,1,soldier,0.306903,0.303046,0.09300572653799999
train,frame_00064084,1,soldier,0.259943,0.420312,0.109257162216
train,frame_00064152,1,soldier,0.129167,0.167969,0.021696051823000002
train,frame_00064561,1,soldier,0.011719,0.031944,0.000374351736
train,frame_00064561,1,soldier,0.011719,0.036111,0.00042318480899999997
train,frame_00064561,1,soldier,0.007812,0.034722,0.00027124826400000006
train,frame_00064561,1,soldier,0.008594,0.040278,0.000346149132
train,frame_00064561,1,soldier,0.009375,0.033333,0.000312496875
train,frame_00064561,1,soldier,0.010937,0.048611,0.000531658507
train,frame_00064564,1,soldier,0.009375,0.029167,0.00027344062499999995
train,frame_00064564,1,soldier,0.007812,0.034722,0.00027124826400000006
train,frame_00064564,1,soldier,0.008594,0.026389,0.00022678706599999998
train,frame_00064564,1,soldier,0.009375,0.030556,0.0002864625
train,frame_00064564,1,soldier,0.009375,0.033333,0.000312496875
train,frame_00064564,1,soldier,0.009375,0.033333,0.000312496875
train,frame_00064564,1,soldier,0.010937,0.029167,0.000318999479
train,frame_00064564,1,soldier,0.008594,0.030556,0.000262598264
train,frame_00064624,0,vehicle,0.19375,0.170833,0.033098893750000004
train,frame_00064813,1,soldier,0.188281,0.295833,0.055699733073
train,frame_00064813,1,soldier,0.39375,0.493056,0.1941408
train,frame_00065073,1,soldier,0.085156,0.098611,0.008397318316
train,frame_00065128,1,soldier,0.077344,0.133333,0.010312507552
train,frame_00065128,1,soldier,0.1125,0.163889,0.018437512500000003
train,frame_00065128,1,soldier,0.085156,0.120833,0.010289654947999998
train,frame_00065202,1,soldier,0.331944,0.3125,0.1037325
train,frame_00065370,0,vehicle,0.202344,0.143056,0.028946523263999997
train,frame_00065459,0,vehicle,0.192217,0.281116,0.05403527417199999
train,frame_00065747,1,soldier,0.566038,0.997845,0.5648181881100001
train,frame_00065789,1,soldier,0.046875,0.125616,0.00588825
train,frame_00065789,1,soldier,0.040625,0.091133,0.003702278125
train,frame_00065789,1,soldier,0.035937,0.115764,0.004160210868
train,frame_00065831,1,soldier,0.133621,0.126179,0.016860164159
train,frame_00065994,0,vehicle,0.424528,0.301688,0.128075003264
train,frame_00066316,1,soldier,0.117708,0.326852,0.038473095215999994
train,frame_00066386,1,soldier,0.254688,0.727778,0.18535632326400003
train,frame_00067032,1,soldier,0.212264,0.77521,0.16454917544
train,frame_00067032,1,soldier,0.222877,0.808824,0.180268266648
train,frame_00067459,1,soldier,0.135937,0.492523,0.066952099051
train,frame_00067818,0,vehicle,0.123397,0.045673,0.005635911181
train,frame_00067828,0,vehicle,0.280469,0.4875,0.1367286375
train,frame_00067828,0,vehicle,0.067969,0.104167,0.007080126823
train,frame_00067844,1,soldier,0.290625,0.7625,0.22160156250000002
train,frame_00068064,0,vehicle,0.045833,0.02,0.00091666
train,frame_00068843,1,soldier,0.303906,0.601389,0.182765725434
train,frame_00069027,0,vehicle,0.701302,0.647222,0.453898083044
train,frame_00069027,0,vehicle,0.291927,0.557407,0.162722153289
train,frame_00069245,1,soldier,0.426389,0.575,0.24517367499999998
train,frame_00069362,1,soldier,0.04375,0.108333,0.00473956875
train,frame_00069362,1,soldier,0.033594,0.141667,0.004759161198
train,frame_00070979,0,vehicle,0.407813,0.436111,0.177851735243
train,frame_00071008,0,vehicle,0.090625,0.123611,0.011202246875
train,frame_00071124,1,soldier,0.029687,0.106944,0.003174846528
train,frame_00071404,1,soldier,0.145313,0.118056,0.017155071528
train,frame_00071736,1,soldier,0.025,0.049074,0.00122685
train,frame_00071736,1,soldier,0.020313,0.041667,0.0008463817710000001
train,frame_00071817,0,vehicle,0.396094,0.442708,0.175353982552
train,frame_00071817,0,vehicle,0.008594,0.032292,0.00027751744799999996
train,frame_00071941,0,vehicle,0.141406,0.130556,0.018461401736000003
train,frame_00073388,1,soldier,0.178906,0.384722,0.068829074132
train,frame_00073500,1,soldier,0.220312,0.786111,0.17318968663200002
train,frame_00074579,0,vehicle,0.22619,0.129762,0.02935086678
train,frame_00075000,1,soldier,0.121875,0.386111,0.047057278125
train,frame_00075000,1,soldier,0.105469,0.188889,0.019921933941
train,frame_00075142,0,vehicle,0.069531,0.051042,0.0035490013019999996
train,frame_00076373,1,soldier,0.224057,0.418239,0.09370937562300001
train,frame_00077430,1,soldier,0.21816,0.481092,0.10495503072
train,frame_00077861,1,soldier,0.142689,0.365546,0.052159393194
train,frame_00077919,0,vehicle,0.088443,0.056723,0.0050167522889999995
train,frame_00078231,0,vehicle,0.182031,0.262695,0.047818633545
train,frame_00078231,1,soldier,0.053906,0.121094,0.0065276931639999996
train,frame_00078231,1,soldier,0.05625,0.108398,0.0060973875
train,frame_00078384,0,vehicle,0.219216,0.091667,0.020094873072
train,frame_00078384,1,soldier,0.227612,0.047396,0.010787898352000001
train,frame_00078781,1,soldier,0.096094,0.315278,0.030296324132
train,frame_00078852,1,soldier,0.203906,0.619444,0.126308348264
train,frame_00079159,1,soldier,0.051562,0.2,0.0103124
train,frame_00079380,1,soldier,0.40566,0.272374,0.11049123684
train,frame_00079558,1,soldier,0.24375,0.477778,0.1164583875
train,frame_00079634,1,soldier,0.067187,0.1125,0.0075585374999999995
train,frame_00080976,0,vehicle,0.285156,0.544444,0.15525147326400002
train,frame_00080976,0,vehicle,0.01875,0.019444,0.00036457499999999996
train,frame_00080976,0,vehicle,0.10625,0.115278,0.0122482875
train,frame_00082811,0,vehicle,0.049219,0.094444,0.004648439236
train,frame_00083012,1,soldier,0.149219,0.331944,0.049532351736
train,frame_00083046,0,vehicle,0.164062,0.27037,0.044357442940000005
train,frame_00083104,0,vehicle,0.025521,0.042593,0.0010870159529999999
train,frame_00083104,0,vehicle,0.026562,0.047222,0.001254310764
train,frame_00083104,0,vehicle,0.033333,0.044444,0.001481451852
train,frame_00083104,0,vehicle,0.0375,0.04537,0.001701375
train,frame_00083204,0,vehicle,0.125,0.166667,0.020833375
train,frame_00083222,0,vehicle,0.045312,0.102778,0.004657076735999999
train,frame_00084025,0,vehicle,0.121462,0.127155,0.015444500609999998
train,frame_00084508,0,vehicle,0.025781,0.041667,0.001074216927
train,frame_00084508,0,vehicle,0.019531,0.036111,0.0007052839409999999
train,frame_00084508,0,vehicle,0.021875,0.023611,0.000516490625
train,frame_00084908,0,vehicle,0.052083,0.153704,0.008005365432
train,frame_00085935,0,vehicle,0.058594,0.166667,0.009765686198000001
train,frame_00085935,1,soldier,0.01875,0.052778,0.0009895874999999998
train,frame_00085935,1,soldier,0.017188,0.061111,0.0010503758679999999
train,frame_00085935,1,soldier,0.011719,0.0375,0.0004394625
train,frame_00085935,1,soldier,0.017188,0.041667,0.000716172396
train,frame_00086040,1,soldier,0.032031,0.109722,0.0035145053819999996
train,frame_00087699,1,soldier,0.2,0.576852,0.11537040000000001
train,frame_00087730,1,soldier,0.232292,0.218519,0.050760215548
train,frame_00087730,1,soldier,0.091667,0.296296,0.027160565432
train,frame_00087915,1,soldier,0.141406,0.234722,0.033191099131999996
train,frame_00088621,1,soldier,0.11875,0.151389,0.01797744375
train,frame_00088631,1,soldier,0.146875,0.177778,0.02611114375
train,frame_00088763,1,soldier,0.095312,0.148611,0.014164411632
train,frame_00089079,1,soldier,0.10625,0.111111,0.01180554375
train,frame_00089079,1,soldier,0.054688,0.098611,0.005392838368
train,frame_00089079,1,soldier,0.055469,0.088889,0.004930583941
train,frame_00089176,1,soldier,0.241406,0.458333,0.110644336198
train,frame_00089405,1,soldier,0.109375,0.331944,0.036306375
train,frame_00089405,1,soldier,0.05625,0.195833,0.01101560625
train,frame_00089558,1,soldier,0.038281,0.0875,0.0033495875
train,frame_00089558,1,soldier,0.034375,0.081944,0.0028168250000000002
train,frame_00089558,1,soldier,0.067187,0.2,0.0134374
train,frame_00089598,1,soldier,0.059375,0.251389,0.014926221874999998
train,frame_00089598,1,soldier,0.064062,0.229167,0.014680896354
train,frame_00089818,1,soldier,0.060937,0.127778,0.007786407986
train,frame_00089818,1,soldier,0.067969,0.113889,0.007740921441000001
train,frame_00090392,1,soldier,0.060156,0.066667,0.0040104200520000004
train,frame_00090392,1,soldier,0.032031,0.122222,0.003914892882
train,frame_00090487,1,soldier,0.082812,0.1875,0.01552725
train,frame_00090721,1,soldier,0.054688,0.1125,0.006152400000000001
train,frame_00090861,1,soldier,0.042188,0.252778,0.010664198264
train,frame_00090861,1,soldier,0.053906,0.268056,0.014449826736000001
train,frame_00090861,1,soldier,0.063281,0.184722,0.011689392882
train,frame_00091198,1,soldier,0.016406,0.05,0.0008203
train,frame_00091198,1,soldier,0.014844,0.047222,0.000700963368
train,frame_00091198,1,soldier,0.014063,0.047222,0.000664082986
train,frame_00091198,1,soldier,0.010156,0.038889,0.000394956684
train,frame_00091198,1,soldier,0.013281,0.044444,0.000590260764
train,frame_00091198,1,soldier,0.014063,0.040278,0.000566429514
train,frame_00091610,1,soldier,0.667969,0.506944,0.338622876736
train,frame_00091631,1,soldier,0.090625,0.090278,0.00818144375
train,frame_00091631,1,soldier,0.071094,0.093056,0.006615723264
train,frame_00091631,1,soldier,0.073438,0.129167,0.009485766146
train,frame_00091631,1,soldier,0.047656,0.083333,0.003971317448
train,frame_00091746,1,soldier,0.064062,0.134766,0.008633379492
train,frame_00091996,0,vehicle,0.080189,0.239583,0.019211921187
train,frame_00091996,0,vehicle,0.096698,0.195833,0.018936659434
train,frame_00091996,0,vehicle,0.107311,0.11875,0.012743181249999999
train,frame_00092762,1,soldier,0.026562,0.065278,0.001733914236
train,frame_00092762,1,soldier,0.039844,0.058333,0.002324220052
train,frame_00092762,1,soldier,0.024219,0.047222,0.001143669618
train,frame_00092817,0,vehicle,0.287946,0.094891,0.027323483885999998
train,frame_00092817,0,vehicle,0.651786,0.425791,0.277524612726
train,frame_00094037,1,soldier,0.023958,0.027778,0.000665505324
train,frame_00095105,1,soldier,0.192188,0.665278,0.127858448264
train,frame_00095164,1,soldier,0.301563,0.906944,0.27350075347200004
train,frame_00095245,1,soldier,0.293632,0.443262,0.130155907584
train,frame_00095245,1,soldier,0.288915,0.420213,0.12140583889499999
train,frame_00095481,0,vehicle,0.100781,0.114286,0.011517857365999999
train,frame_00095873,1,soldier,0.271094,0.844444,0.228923701736
train,frame_00095874,1,soldier,0.21875,0.483333,0.10572909375
train,frame_00096113,0,vehicle,0.192188,0.159091,0.030575381108
train,frame_00096113,0,vehicle,0.202344,0.1875,0.0379395
train,frame_00096128,0,vehicle,0.35625,0.228774,0.0815007375
train,frame_00096388,1,soldier,0.078125,0.288889,0.022569453125
train,frame_00097036,1,soldier,0.185156,0.1375,0.02545895
train,frame_00097036,1,soldier,0.135937,0.233333,0.031718588021
train,frame_00097036,1,soldier,0.175,0.123611,0.021631925
train,frame_00097141,1,soldier,0.483594,0.684722,0.33112745086800005
train,frame_00097245,1,soldier,0.157031,0.3625,0.0569237375
train,frame_00097444,0,vehicle,0.485938,0.505556,0.245668871528
train,frame_00097592,1,soldier,0.067187,0.098611,0.006625377257
train,frame_00097592,1,soldier,0.057031,0.1125,0.0064159875
train,frame_00097664,1,soldier,0.171094,0.291667,0.049902473698
train,frame_00097780,1,soldier,0.164062,0.430556,0.07063787847200001
train,frame_00098029,0,vehicle,0.479687,0.593315,0.284605492405
train,frame_00098420,0,vehicle,0.042188,0.1,0.004218800000000001
train,frame_00098537,0,vehicle,0.080189,0.1625,0.0130307125
train,frame_00098657,1,soldier,0.270047,0.54375,0.14683805625
train,frame_00099532,1,soldier,0.095312,0.166667,0.015885365104
train,frame_00100061,1,soldier,0.105556,0.140625,0.0148438125
train,frame_00100152,1,soldier,0.418056,0.521094,0.21784647326399997
train,frame_00100350,0,vehicle,0.10625,0.088889,0.009444456249999999
train,frame_00100350,0,vehicle,0.09375,0.146296,0.013715250000000002
train,frame_00100350,0,vehicle,0.071354,0.139815,0.00997635951
train,frame_00100350,1,soldier,0.021875,0.047222,0.00103298125
train,frame_00100350,1,soldier,0.019792,0.060185,0.00119118152
train,frame_00100350,1,soldier,0.023958,0.053704,0.0012866404320000001
train,frame_00100350,1,soldier,0.023438,0.048148,0.001128492824
train,frame_00100350,1,soldier,0.018229,0.060185,0.001097112365
train,frame_00100350,1,soldier,0.019792,0.053704,0.001062909568
train,frame_00100350,1,soldier,0.027083,0.055556,0.001504623148
train,frame_00100403,0,vehicle,0.066038,0.106695,0.0070459244099999995
train,frame_00100459,0,vehicle,0.048349,0.058577,0.0028321393730000003
train,frame_00100559,1,soldier,0.311979,0.487963,0.152234208777
train,frame_00100559,1,soldier,0.047917,0.014815,0.000709890355
train,frame_00100631,1,soldier,0.132292,0.305556,0.040422614351999994
train,frame_00100749,0,vehicle,0.4,0.446296,0.17851840000000002
train,frame_00100889,0,vehicle,0.117188,0.109259,0.012803843692
train,frame_00100936,0,vehicle,0.234896,0.19537,0.04589163152
train,frame_00100936,0,vehicle,0.223958,0.168519,0.037741178202
train,frame_00101098,0,vehicle,0.290625,0.634259,0.18433152187500002
train,frame_00101300,0,vehicle,0.838362,0.351942,0.295054799004
train,frame_00101705,1,soldier,0.107031,0.334722,0.035825630382000005
train,frame_00102093,0,vehicle,0.271094,0.295833,0.080198551302
train,frame_00102093,1,soldier,0.042188,0.130556,0.0055078965280000005
train,frame_00102300,0,vehicle,0.063679,0.106061,0.006753858419
train,frame_00103261,0,vehicle,0.028125,0.061111,0.001718746875
train,frame_00103326,0,vehicle,0.085938,0.111111,0.009548657118
train,frame_00103787,0,vehicle,0.054688,0.114062,0.006237822656
train,frame_00103822,1,soldier,0.032813,0.073611,0.002415397743
train,frame_00104476,0,vehicle,0.022656,0.034722,0.000786661632
train,frame_00104476,0,vehicle,0.026562,0.019444,0.000516471528
train,frame_00104835,1,soldier,0.060937,0.192593,0.011736039640999998
train,frame_00105038,0,vehicle,0.085156,0.144444,0.012300273263999998
train,frame_00105038,0,vehicle,0.102344,0.151389,0.015493755816
train,frame_00105124,1,soldier,0.104688,0.123611,0.012940588368
train,frame_00105433,0,vehicle,0.103906,0.181944,0.018905073264
train,frame_00105705,1,soldier,0.088021,0.339815,0.029910856115
train,frame_00105862,0,vehicle,0.250781,0.177778,0.044583344617999995
train,frame_00106170,0,vehicle,0.2625,0.206944,0.0543228
train,frame_00106409,0,vehicle,0.190625,0.226389,0.043155403125
train,frame_00106513,0,vehicle,0.064062,0.070833,0.004537703645999999
train,frame_00106560,0,vehicle,0.078125,0.075,0.005859375
train,frame_00106770,0,vehicle,0.079009,0.054852,0.004333801668
train,frame_00106770,0,vehicle,0.083726,0.054852,0.004592538552
train,frame_00106770,0,vehicle,0.068396,0.056962,0.003895972952
train,frame_00106770,0,vehicle,0.075472,0.078059,0.005891268848
train,frame_00107182,0,vehicle,0.098437,0.097222,0.009570242014
train,frame_00107362,0,vehicle,0.077344,0.1375,0.0106348
train,frame_00107754,0,vehicle,0.489063,0.421296,0.206040285648
train,frame_00107818,1,soldier,0.126562,0.340741,0.043124862442000006
train,frame_00108044,1,soldier,0.036979,0.110185,0.004074531115
train,frame_00108044,1,soldier,0.044271,0.103704,0.004591079784
train,frame_00108044,1,soldier,0.048438,0.099074,0.004798946412
train,frame_00108066,1,soldier,0.033333,0.10463,0.00348763179
train,frame_00108627,1,soldier,0.225236,0.336134,0.07570947762399999
train,frame_00108765,0,vehicle,0.08125,0.081944,0.00665795
train,frame_00108765,0,vehicle,0.096875,0.072222,0.006996506249999999
train,frame_00109071,0,vehicle,0.061719,0.108333,0.006686204427
train,frame_00109363,0,vehicle,0.025,0.019444,0.0004861
train,frame_00109363,0,vehicle,0.024219,0.029167,0.000706395573
train,frame_00109949,1,soldier,0.041274,0.084034,0.0034684193159999995
train,frame_00109949,1,soldier,0.025943,0.063025,0.001635057575
train,frame_00109949,1,soldier,0.033019,0.073529,0.002427854051
train,frame_00110150,1,soldier,0.073438,0.131944,0.009689703472
train,frame_00110413,1,soldier,0.079687,0.265278,0.021139207986
train,frame_00110413,0,vehicle,0.292187,0.243056,0.071017803472
train,frame_00110873,1,soldier,0.222656,0.454167,0.10112300755199999
train,frame_00111046,1,soldier,0.371875,0.465278,0.17302525625
train,frame_00111917,1,soldier,0.051562,0.148611,0.007662680381999999
train,frame_00111917,1,soldier,0.046875,0.108333,0.005078109375
train,frame_00111917,1,soldier,0.096094,0.206944,0.019886076736
train,frame_00112169,1,soldier,0.054688,0.204167,0.011165484896
train,frame_00112169,1,soldier,0.063281,0.206944,0.013095623264
train,frame_00112230,1,soldier,0.041406,0.115278,0.004773200868
train,frame_00112230,1,soldier,0.032031,0.108333,0.0034700143229999996
train,frame_00112230,1,soldier,0.041406,0.115278,0.004773200868
train,frame_00112230,1,soldier,0.032031,0.0875,0.0028027124999999995
train,frame_00112260,0,vehicle,0.026562,0.084722,0.002250385764
train,frame_00112260,0,vehicle,0.030469,0.083333,0.002539073177
train,frame_00112260,0,vehicle,0.030469,0.065278,0.001988955382
train,frame_00112560,0,vehicle,0.029687,0.05,0.0014843500000000002
train,frame_00112593,0,vehicle,0.128906,0.130556,0.016829451736
train,frame_00112950,0,vehicle,0.353125,0.390278,0.13781691875000002
train,frame_00113026,0,vehicle,0.065625,0.113889,0.0074739656250000005
train,frame_00113353,0,vehicle,0.232031,0.331944,0.077021298264
train,frame_00113583,1,soldier,0.325,0.366667,0.11916677500000002
train,frame_00113872,1,soldier,0.05,0.118056,0.0059028
train,frame_00113881,1,soldier,0.142187,0.133333,0.018958219271000002
train,frame_00113881,1,soldier,0.123438,0.230556,0.028459371528000002
train,frame_00114447,1,soldier,0.128906,0.116667,0.015039076302
train,frame_00114447,1,soldier,0.078906,0.068056,0.0053700267360000005
train,frame_00114758,1,soldier,0.079167,0.240741,0.019058742747
train,frame_00114823,1,soldier,0.109375,0.393519,0.043041140625
train,frame_00114823,1,soldier,0.116146,0.29537,0.03430604402
train,frame_00114838,1,soldier,0.161979,0.355556,0.057592605324
train,frame_00114977,1,soldier,0.194792,0.439815,0.08567244348
train,frame_00115125,1,soldier,0.16875,0.449074,0.0757812375
train,frame_00115248,1,soldier,0.247396,0.622222,0.153935233912
train,frame_00115781,1,soldier,0.2625,0.431944,0.11338530000000001
train,frame_00115798,1,soldier,0.242969,0.8375,0.2034865375
train,frame_00116104,1,soldier,0.357031,0.556944,0.19884627326399998
train,frame_00116361,1,soldier,0.161719,0.238889,0.038632890191
train,frame_00116784,1,soldier,0.341406,0.994444,0.33950914826399997
train,frame_00118051,1,soldier,0.251563,0.827778,0.20823831701399997
train,frame_00118405,0,vehicle,0.04375,0.066667,0.00291668125
train,frame_00118872,1,soldier,0.042188,0.19,0.00801572
train,frame_00119054,1,soldier,0.057031,0.186111,0.010614096441
train,frame_00119054,1,soldier,0.034375,0.120833,0.0041536343750000005
train,frame_00119175,0,vehicle,0.05625,0.0875,0.004921875
train,frame_00119721,1,soldier,0.284375,0.309375,0.087978515625
train,frame_00119901,1,soldier,0.05625,0.081944,0.00460935
train,frame_00120191,1,soldier,0.367969,0.641667,0.23611356432299999
train,frame_00120501,0,vehicle,0.224206,0.254747,0.057115805882
train,frame_00120635,1,soldier,0.064062,0.070833,0.004537703645999999
train,frame_00120717,1,soldier,0.039062,0.144444,0.0056422715279999995
train,frame_00120717,1,soldier,0.053125,0.101389,0.005386290625
train,frame_00121838,1,soldier,0.034198,0.108333,0.0037047719339999997
train,frame_00121887,0,vehicle,0.194575,0.127083,0.024727174725
train,frame_00121887,0,vehicle,0.271226,0.308333,0.08362792625800002
train,frame_00122143,0,vehicle,0.036719,0.036111,0.001325959809
train,frame_00122527,1,soldier,0.164062,0.566667,0.09296852135400001
train,frame_00122856,1,soldier,0.339844,0.488889,0.166145993316
train,frame_00123195,1,soldier,0.092188,0.490278,0.045197748264000005
train,frame_00123206,1,soldier,0.067187,0.277778,0.018663070486
train,frame_00123206,1,soldier,0.058594,0.125,0.00732425
train,frame_00123808,1,soldier,0.41875,0.751389,0.31464414375
train,frame_00124300,1,soldier,0.376563,0.581944,0.219138578472
train,frame_00124660,1,soldier,0.103125,0.544444,0.0561457875
train,frame_00125279,1,soldier,0.068229,0.250926,0.017120430053999998
train,frame_00125279,1,soldier,0.078125,0.250926,0.01960359375
train,frame_00126217,0,vehicle,0.021094,0.040278,0.0008496241320000001
train,frame_00126217,0,vehicle,0.021094,0.027778,0.000585949132
train,frame_00126217,0,vehicle,0.041406,0.033333,0.001380186198
train,frame_00126217,0,vehicle,0.021094,0.026389,0.000556649566
train,frame_00126217,0,vehicle,0.024219,0.030556,0.000740035764
train,frame_00126217,0,vehicle,0.029687,0.030556,0.000907115972
train,frame_00126973,1,soldier,0.105469,0.384722,0.040576244617999996
train,frame_00127223,1,soldier,0.05625,0.2625,0.014765625000000001
train,frame_00127223,1,soldier,0.057813,0.198611,0.011482297743
train,frame_00127223,1,soldier,0.082031,0.201389,0.016520141059
train,frame_00127516,1,soldier,0.076563,0.223611,0.017120328993000002
train,frame_00127516,1,soldier,0.071875,0.241667,0.017369815624999996
train,frame_00127516,1,soldier,0.08125,0.231944,0.018845450000000003
train,frame_00127601,1,soldier,0.072656,0.152778,0.011100238368
train,frame_00127601,1,soldier,0.064844,0.176389,0.011437768316
train,frame_00127601,1,soldier,0.076563,0.119444,0.009144990972
train,frame_00127603,1,soldier,0.050781,0.181944,0.009239298263999999
train,frame_00127603,1,soldier,0.059375,0.168056,0.009978325
train,frame_00127603,1,soldier,0.057031,0.211111,0.012039871441
train,frame_00127604,0,vehicle,0.0625,0.069444,0.00434025
train,frame_00128327,0,vehicle,0.094531,0.094444,0.008927885764
train,frame_00128701,0,vehicle,0.092188,0.095833,0.008834652604000001
train,frame_00128737,1,soldier,0.219531,0.641667,0.140865798177
train,frame_00128929,0,vehicle,0.178125,0.140278,0.024987018750000003
train,frame_00129532,0,vehicle,0.46875,0.493056,0.23112
train,frame_00130375,0,vehicle,0.09375,0.066667,0.00625003125
train,frame_00130375,0,vehicle,0.044531,0.040278,0.0017936196180000001
train,frame_00130636,1,soldier,0.021875,0.0625,0.0013671875
train,frame_00131062,1,soldier,0.386111,0.563281,0.21748899019100001
train,frame_00131062,1,soldier,0.398611,0.355469,0.141693853559
train,frame_00132343,0,vehicle,0.917188,0.833333,0.764323027604
train,frame_00132844,0,vehicle,0.450781,0.547222,0.24667728038199999
train,frame_00133158,0,vehicle,0.063281,0.086111,0.005449190191
train,frame_00133527,0,vehicle,0.086458,0.128704,0.011127490432
train,frame_00133527,0,vehicle,0.094271,0.093519,0.008816129649
train,frame_00133527,0,vehicle,0.04375,0.094444,0.004131925
train,frame_00133527,0,vehicle,0.092708,0.143519,0.013305359452000001
train,frame_00133565,0,vehicle,0.070312,0.092593,0.006510399016
train,frame_00134013,0,vehicle,0.045312,0.075,0.0033983999999999998
train,frame_00134862,1,soldier,0.1,0.381944,0.0381944
train,frame_00135021,1,soldier,0.028125,0.077778,0.00218750625
train,frame_00135145,0,vehicle,0.067217,0.082386,0.005537739762
train,frame_00135472,1,soldier,0.09434,0.097345,0.0091835273
train,frame_00135472,1,soldier,0.09316,0.066372,0.00618321552
train,frame_00135473,1,soldier,0.076651,0.10177,0.00780077227
train,frame_00135473,1,soldier,0.097877,0.086283,0.008445121191
train,frame_00135980,1,soldier,0.110417,0.481481,0.053163687577
train,frame_00136254,1,soldier,0.038281,0.113889,0.004359784809
train,frame_00136254,1,soldier,0.049219,0.144444,0.007109389235999999
train,frame_00136267,1,soldier,0.035937,0.218056,0.007836278471999998
train,frame_00136286,1,soldier,0.057031,0.147222,0.008396217882
train,frame_00136286,1,soldier,0.035937,0.1,0.0035937
train,frame_00136286,1,soldier,0.0375,0.079167,0.0029687625
train,frame_00136632,1,soldier,0.05,0.098611,0.0049305500000000006
train,frame_00136632,1,soldier,0.054688,0.143056,0.007823446528
train,frame_00136632,1,soldier,0.063281,0.098611,0.0062402026910000005
train,frame_00136695,1,soldier,0.048438,0.172222,0.008342089236
train,frame_00136921,0,vehicle,0.053125,0.145833,0.007747378124999999
train,frame_00137347,1,soldier,0.079167,0.074219,0.005875695572999999
train,frame_00137588,0,vehicle,0.034375,0.066964,0.0023018875
train,frame_00137945,1,soldier,0.069531,0.126488,0.008794837128
train,frame_00137964,0,vehicle,0.109722,0.033594,0.003686000868
train,frame_00138720,1,soldier,0.192188,0.522222,0.10036480173599999
train,frame_00138823,1,soldier,0.244271,0.462037,0.11286224002699999
train,frame_00138933,1,soldier,0.077083,0.175,0.013489524999999999
train,frame_00139006,1,soldier,0.025,0.07037,0.0017592500000000002
train,frame_00139641,1,soldier,0.075781,0.165278,0.012524932118000001
train,frame_00139641,1,soldier,0.045312,0.166667,0.007552015104
train,frame_00139773,0,vehicle,0.028302,0.029481,0.000834371262
train,frame_00139773,0,vehicle,0.027123,0.024764,0.000671673972
train,frame_00139954,1,soldier,0.530469,0.4625,0.2453419125
train,frame_00139954,1,soldier,0.004687,0.019444,9.1134028e-05
train,frame_00140302,1,soldier,0.304245,0.340336,0.10354552632
train,frame_00140368,0,vehicle,0.652123,0.592437,0.386341793751
train,frame_00140400,1,soldier,0.044811,0.193277,0.008660935647
train,frame_00141430,1,soldier,0.190625,0.199074,0.03794848125
train,frame_00141430,1,soldier,0.395833,0.34537,0.13670884321000001
train,frame_00141503,1,soldier,0.070312,0.158333,0.011132709896
train,frame_00141550,0,vehicle,0.051042,0.057407,0.002930168094
train,frame_00141550,0,vehicle,0.057292,0.075926,0.004349952392
train,frame_00141550,0,vehicle,0.054688,0.069444,0.0037977534720000003
train,frame_00142101,1,soldier,0.169531,0.283333,0.04803372682299999
train,frame_00142296,1,soldier,0.067969,0.127778,0.008684942882
train,frame_00142302,1,soldier,0.022656,0.070833,0.0016047924479999998
train,frame_00142302,1,soldier,0.022656,0.05,0.0011328
train,frame_00142590,0,vehicle,0.022396,0.024074,0.000539161304
train,frame_00142808,0,vehicle,0.092708,0.138889,0.012876121412000001
train,frame_00143162,0,vehicle,0.0375,0.031481,0.0011805375000000001
train,frame_00143162,0,vehicle,0.065104,0.066667,0.004340288368
train,frame_00143162,0,vehicle,0.024479,0.032407,0.000793290953
train,frame_00143245,0,vehicle,0.060937,0.079167,0.004824199479
train,frame_00143621,0,vehicle,0.077344,0.091667,0.0070898924479999995
train,frame_00143735,1,soldier,0.055729,0.27963,0.01558350027
train,frame_00144237,0,vehicle,0.097396,0.130556,0.012715632176
train,frame_00144497,1,soldier,0.052083,0.103704,0.005401215432
train,frame_00144781,0,vehicle,0.055425,0.142857,0.007917849225
train,frame_00144963,1,soldier,0.035156,0.108333,0.003808554948
train,frame_00144963,1,soldier,0.092969,0.086111,0.008005653558999999
train,frame_00145210,1,soldier,0.101042,0.284259,0.028722097878
train,frame_00145210,1,soldier,0.088542,0.25,0.0221355
train,frame_00145210,1,soldier,0.072396,0.212037,0.015350630652000001
train,frame_00145905,0,vehicle,0.333333,0.47963,0.15987650678999998
train,frame_00146024,1,soldier,0.050781,0.134722,0.006841317882
